IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
74.118.143.163  | 3eEsA2MFDMvVmnxgvQi6mUf7PBiaWgfXXtep7RSznjFA | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
45.139.132.209  | BzKwsWS2wfiSHKRJwm5VCXJiiMx4EDf2cAgBjV2RZcFK | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
2.57.215.110    | 6jkUqnXtHcahTkwwe3fZQw6XxbrYAqBrn97nfjLVPQiD | 8001   | 10004 | 10010    | none                  | 3.0.6   | 3604001754
45.32.235.162   | HvRUBHuVYsZEKeFweHLHHYAwQc7cV2E5vAW3aPpq7bHP | 8000   | 8003  | 8009     | none                  | 2.1.13  | 1725507508
208.115.227.111 | F3sKfyFR616yXQTxNxd23UGYYV2adaEFxtmixQNC4Vmn | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
189.1.164.101   | EXh4Gp4DvpBk5PJAHX83qYZ9gWdPHmnUFAcwKrfEi7k1 | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
51.68.194.115   | 3XKaJKA5CmbDjk45XwfN26NZgsPRjdSnN7zqULpGEEQu | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.33.244   | mce3HZNYJ4VcYE7SkxZ6KsLCkoWcmj1ckfec1XLz9Fc  | 8001   | 8004  | 8010     | none                  | 4.0.0   | 2823985021
54.37.90.199    | 5eemL3NNyafwGxPq14mmfdh147p3yLJj588WtUJxPdkk | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.42.134   | C9rs8wDxcefsfnqBTMMxWfr9i1ByxQ8kh3jgvpxN5ffi | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.31.32.74     | EgLCHwSKcCUQoQrAiGuzzsFzuVxV4VyquTXeGtFiGvqY | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
165.140.86.214  | 3dviJwJh3HPnPoj26ZGxWMmGN9JDU6Gu1mmH65WdRWdg | 8001   | 8004  | 8010     | none                  | 2.3.6   | 3640012085
64.130.57.179   | 9BYCZWYYgHiW8jtt3EzdH19vRJE8odXb5kGGLCWvCjrJ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.35.251   | E2PTuN1Qm9cXjojC5ccCH7m8QnT36pmd4jRXJFJ59ESV | 8000   | 8003  | 8009     | none                  | 2.3.10  | 2142755730
135.125.166.236 | 8YZv5rFrLVtj551NwVjktPVDo2yQUeKf3WKWKm9zX1jm | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
186.233.186.153 | mgpNjhpeqAsQZmnQkS8Eff992RQhdeN6mF5r8r8e9cn  | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
64.130.44.35    | DqChPr1h78MKuDtvrSYJfuNPY38r9qqZ248XLw5j4Vac | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
45.134.108.228  | 4Ev9wLW7hLiyPa31RPAHjE7mk8Hz6GjEKatW8rHoN6un | 8001   | 8004  | 8010     | none                  | 2.3.8   | 2255652435
5.135.193.195   | HmQ5m7vAeYhyrHKT85CN7sQbbZUoCY5k8bQKiDCvYHuf | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.56.24    | BnKjydWXxFntoYQ6oM4EXueCt2EKXzfuWByh1dFYpFqZ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.32.235   | 7tbS6cpSnTpJcZw4eo2UMk1ofJCQB7mToDj6PMotm5MB | 8001   | 8003  | 8009     | none                  | 2.1.18  | 3271415109
51.222.167.243  | 6Sehyq1YueUN8Wr1Lpw9pjWyhTpzDXyTV1JH8yrXDE5E | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
85.195.118.193  | EK9rhs9X5qzmYoFkAcVSqyTbQuc7FTFGpGqe2mqiwXk1 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
144.202.38.165  | HPawyh8wHMQRGibCyh5dnumCQJQ2ZL7KVXFhZw5vCpa2 | 8000   | 8003  | 8009     | none                  | 2.0.15  | 607245837
141.98.216.185  | 7BWKYmFMGFhTJSYh4FWBjNsAbWfe3gPf7XrHRSxKjWcn | 8001   | 8004  | 8010     | none                  | 2.3.6   | 3640012085
64.130.59.132   | AZhfu5cyBsvSi6xJvve53pycKAc6NWb5trimmg2GZ2Go | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
64.130.62.204   | 4r955i9dJVbvYAfYGWXqmcp11EEL2FRokracA7W31dnM | 8001   | 8004  | 8010     | none                  | 2.3.0   | 2191397647
72.46.86.243    | 29qaEMNkdjWmjt6yaSYr3aySxJXSG7J25iavq4AKUF1K | 38000  | 38003 | 38009    | none                  | 3.0.7   | 3604001754
185.209.179.33  | HyGPSMrPHSRb3se9WTAUYLfSnK5rsrH9nBmQhVXDfo7H | 8000   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
64.185.230.146  | Cy163pUSS36sSAG4ZZ7zor4aHRWHCS5PLFfffQ1e9MnB | 8001   | 8000  | 8006     | none                  | 0.708.20306| 3640012085
54.36.227.236   | BRnmo2LaMczqxo1N4Xggv9FJfGCXhqXp57r9pXQNrZf9 | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.57.116   | 7LxKxtwaGs72TBTr368y24HL7mDV8kHCRyw9uuhMpoSy | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.91.110.166  | F5jXRfq6GN8dN62KjoKWbWB5hsjs4AnCCBbixW44Ew1k | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
64.130.57.131   | 8c8mRVCfJh7SAGbuw3wyxp2nnTHpkMhUc7JdtjZN8PQ9 | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
84.32.103.82    | 62cMkf8YetakTJzXWwJgmUDCVH1ALu6rj9zKETJSgcRb | 8001   | 8004  | 8010     | none                  | 2.3.6   | 3640012085
64.130.59.40    | ai8rozCKtxZTmDArqZxqoeYoeMGHg7ZXzZUhqPrqmrf  | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3640012085
95.165.150.165  | 386vCnE3itaNULpqvVDFejJsL5mfUpWoxMfwYJj8nhtQ | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
5.135.116.104   | HWQj7UXBZc8yWQUzL1ht8BtNiAjBn7iWPa11HxrD4oVZ | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
47.238.111.216  | BxZ8Lawb7ehpTc3va9mVYyxWwP4f5mXXNarJMozt9ibG | 8001   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
109.94.97.43    | FX1t9RtuMK9neEYTEZovYuczgyxUUQikFN5fDYbnw17J | 8000   | 8003  | 8009     | none                  | 2.3.8   | 2255652435
185.44.207.100  | 5tjwJZ851B7bZVAUB5266ibVwrxXPnMe1o6EKPFKDnAb | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
70.34.251.253   | y2YWW7rBB9zWSP1Kiqzn1CqSFPVz3WGVb5u5ULmtN92  | 8001   | 8003  | 8009     | none                  | 2.3.5   | 3640012085
85.195.82.117   | HcE3rYRUxHzZBMrVRQG46fGLQH3LStfZ574jXghVu7Tk | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
23.109.47.73    | EkMbwd6cfugga8vRL2JFFUmejzmwDYUBnVvR4v2wS3QJ | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
38.18.229.7     | BKLrMCZYfVb7dmkfVMcfCZhN47R3cvxz2y7vLcFrUxPo | 8001   | 10004 | 10010    | none                  | 2.3.10  | 2142755730
51.89.106.39    | HdujxSTuUwyBGEGqsNs79ECcLoqkzw6WUb2Nf2SPjWZh | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
134.65.192.244  | 74jscZTZ863DzFtFwy17QKnDdKRaLWLXjqKmdKsSJjz8 | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.55.24    | 2wxoiJ6sxwW3vyqexBAR3a9mQ8VoA4Ny5Np82pg2Unqg | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
67.213.120.143  | Hsa6hQGWy1YqjLzacNz4kHz5wf13Jx4HWMnmvjhXVxZ3 | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
198.13.139.24   | EAnvZ35FrPsYRqKpNk5KGgX2yYGAm2XkWDjYS6qXgo5E | 8001   | none  | none     | none                  | 3.0.0   | 688298317
185.134.66.6    | 76fK38u9iQ5iKLyLqEe3qTjspYMV4PVpEozD8gjt4g3Z | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
154.222.152.2   | CufVtqqQD253RACsDMk8snoxRMFpNY8VW2aCTZsy6M9Y | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
98.93.160.177   | 8yf3Vz9EXBzDw6nSvVdYzj1T6k4JAjFYSzjkZeKTBS8b | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
57.129.90.120   | 4P7FiqGqhppefiBHry33wZscXZyomyjGz356FdHXp2br | 8001   | 8023  | 8029     | none                  | 3.0.10  | 3604001754
84.32.103.14    | 9JBFg43nmMZLxL6hhx52nyhru4JqgWogp5rtNLmcxkZz | 8001   | 8004  | 8010     | none                  | 2.3.6   | 3640012085
5.135.193.159   | 2E2nKF35u6PezXHNLGnEWiebAyjgVWScc2wt2WFRGo18 | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
37.114.51.14    | ASHxdR2vMEXKPpszzqCbdREuNFQi4FwKtyptj8ARCTNQ | 8001   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
15.204.3.173    | Hj17SiLaJypy8yVLX99dbrXQCL7Y7kiqzbpopQtHq8Kt | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
192.155.101.251 | DhbLkeyJrniBtq8Lq68sxaxf9MHVLAnAwFyU4r2rb6VC | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
47.74.35.157    | Cpf4eoeY5cEyS564rQdQqrEKJ6T5DkrhBsHx55CmdYFS | 8001   | 8003  | 8009     | none                  | 2.3.13  | 2142755730
15.204.241.66   | GZaU6EQG52bmyX3Vce4QE54HU7vBEgbyjvcrPgNxTTkF | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
69.162.93.195   | GsNf8JAUoLJow6Kig1oxb7kriYJPAhSv2yo6NGEMZvXA | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
5.199.165.12    | GK1dUWJJhk62z7ZKQFuLq4xuNvKJoJW7GvijsdWQLxw6 | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
45.146.160.4    | GaQEBBuEi3YDTeb3RzH7aXcdt63tgzCHBwLQzV5AVRzc | 8001   | 10004 | 10010    | none                  | 2.3.6   | 3640012085
74.118.140.110  | BLmmdXxBGEvHgcP6Xx3wq3G8FaFn2UyRLHpFGhVQ21pe | 8001   | none  | none     | none                  | 2.2.7   | 463342092
51.68.202.207   | 6oQnE1v4X2wBQ8V334eDtC1HMngEG1aETDthedGPforM | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
51.222.171.77   | 4j8EJjcHV8Jn459R3ySFMu6BMRLTTUsexV9deM8kgsHe | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.40.112   | EX6i2oNwMDfEA5kyAYCZTqWVyFxLAnfReA6EDQdbSWSV | 8001   | 8004  | 8010     | none                  | 2.3.6   | 3640012085
185.191.117.162 | FhcWZLjjMRnD6wHy46DsQbU9gmST1oaAztQd68XsPzLH | 8801   | 8804  | 8810     | none                  | 2.3.10  | 2142755730
15.204.241.68   | Fvo2H7VvAg1BvvuPQt8uorN8VXGyE3VDBgvzxabgq8sM | 8001   | 8004  | 8010     | none                  | 3.0.0   | 128318206
64.130.43.165   | XHr9FEW1QS7P29Z71CNYRR4ZbKWATSGNh43EYvCgwDq  | 8000   | 8003  | 8009     | none                  | 2.3.7   | 3640012085
64.130.33.22    | 8f5Fn3gKDxkZeYXVYfpHuu6QiGEfeDZ7Ugik98S5UftL | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
144.178.115.201 | T9Q2kbTtvp6mjqhKP4WhUuxpkGVeqiu3Q4L9MEHYuBr  | 8000   | 8003  | 8009     | none                  | 2.3.13  | 2142755730
192.41.71.180   | CxNyEfLkPZ8N2LmoznQuGwNVE4FmquE5VpM1NXX365ME | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
167.235.10.206  | 5S3BoHGgGYQuy5iiNQAE7v43d6nG2sE13WUnDzsB9GdS | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
64.130.37.207   | 5eQSRzTyF4h6a3aDmSxb3kXootVNsxXXLpniNVstydtJ | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
51.75.33.73     | H4oz8fo2NpPuXahtF32ibzY8QGdMHfHZNm8gPjHCB9mn | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
208.115.248.250 | 9p6eLEi9sehswvocj4LPPSE4fca4qEAXdhaTq45f8fNn | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
185.191.117.76  | 6a4N2d76DqwT7uusZJgKEsGnx22q7fvqC2TToGT7UyXo | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
177.54.159.121  | 9LdT8MDsD6LNv55MthxVHvJS6kEwSCYLt4SM5qJNWFcR | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
62.113.194.5    | D5HdqUysdNBhxGDfJVqG6wMaujhvPjnYu36sGr5JKyom | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
72.46.86.133    | 45ntxJhYgybghjFYf2r1GhUi9hM3vjVbwUCGJ6QimkXi | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.42.45    | FemYxfqut8n35b2FcSG7nzmNxsATJAPv3ZwWv1KPGFiA | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.44.110   | 3PMEhiQgAfar9cVButQpiXZdHU53GwS56TNwr9mjVvoq | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
178.63.190.212  | E18NxL6fN6UypcDjD6D7ZTcSEf7JMvvQSoVcSRhabTDS | 8000   | 8003  | 8009     | none                  | 3.1.0   | 1555216675
134.65.194.14   | 37D17K5wLJa4pCCoL98VrMxG2BcRJ3RXXqNK9RDmiyoC | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
51.89.17.28     | 44JAscqFNFGKQ6HzC3jdjYcn39bb3qqegFf6o68Mcjzz | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
67.213.120.29   | KYtWnoPPURwbv6qDktQxLqajDcW8A23MiQubv8vULjk  | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
57.128.146.13   | 9Kb8GGqJdjZuvZankkdSzxNvMLBwKEd3Ee3jKVtMDNty | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
109.94.97.137   | 6yMZRXE25GvjKTsr7JzgvGctZQtdANPeNHzQnrzMm5f6 | 8000   | 8003  | 8009     | none                  | 2.3.10  | 2142755730
84.16.242.196   | DKeWSDo9BS981LDXtwCC5TvBZVS75RqxE9BkmxcAdRe6 | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
72.46.86.5      | 6NNX5SFFSGnb1uVXCgogw8pBTftzGLwgvnQaiyym27Fy | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
155.107.7.11    | AeyGNb9DgN8pPDF5f3LPy1VgTSqKnCbZ2GGYyhs6x5ma | 8000   | 8003  | 8009     | none                  | 2.3.13  | 2142755730
85.195.118.197  | 6UqjsoU5grzpA1HEFnGMx8tERUQbPiRm6jTfvMhdHu9m | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
198.244.253.62  | HYJKSdof9gPunA3rQ3qms5TrcHNL9ro1SmbR4RCqLLYi | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.57.44    | caSFeQYTQhPvDiMPoYAoVg1r1cmD7ijZLPdgRUYttak  | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
92.205.32.97    | G8n1UbizGpNCvT137RHpWCybbRSfbww8Pf12sJX14sAu | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
85.195.121.154  | 9X4kcEiXngaoDaJV7AekLwWmagBhpTrgFkT5Vq3LM8Zn | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
193.243.164.198 | revtecFsGSRCdF29atQvchSXrjwBesA9vSisD4fyH5K  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
64.130.42.105   | 7a8KL1yFER6zj7XZzPRvHXymmy4TNaev7wjJq22bBgaS | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.34.81.11     | DpHrs4wjfjv28EX4sYdckodA5be4rZbe2CenewNhiy2p | 8001   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
51.89.15.48     | 6nQzw6VTkmxnPNkWAEwfsXuT551k1oBUVP3zUCEFPMgL | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
141.98.216.147  | BrBAwQkF72x6ZLWPE1tdgUdz3rGgRsWJKRX3NkUCTMAt | 8000   | 8003  | 8009     | none                  | 2.3.5   | 3640012085
51.38.95.134    | J84EAzXjXn7NGaMcYayNJhtGLpf6uWKt7YjzY5fwiGK6 | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
84.32.103.31    | DMBH8v86sXbp7tm4ewK8zet6x5BnzHAJnx7A7WK3MX4Q | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.51.104   | 55DrjAKsViez4U2MjeM3FnZF6r6b9Y8jCiFsBwyLqAYR | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
80.251.153.177  | DaPFjMasmpDbZwy9U7Xdt1bash2zR6AezYBTdBK44uz1 | 8000   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
64.130.59.235   | 6MVfwFhyPfzxnexudVnbA1JxDRFM1F7Fj8zXadgr1urz | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
67.213.121.113  | 25sucVXmSVSKiqfJ4r2AYVrezubYKHLfTdu331tL1exm | 8001   | 8003  | 8009     | none                  | 2.2.20  | 3073396398
64.130.62.19    | 5tthbFNCzsaLU7VnXNGZhJa971wu5etpydhYk3TRbRjD | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.42.35    | hnm7cji2t3g6StziHmZY73HCdgJquAJBpv4UJYgk9nE  | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
15.204.20.194   | BsnjsXKwiaKYVgUmk9X4rScwtMkJumGN4aipcmj3wwai | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
202.8.11.26     | GoC7C9Kka4eZwb6u4BgYdmgxJGFBVkTCUVRBYLuBTR5t | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
64.130.49.210   | RJCSgfQ2Sbrh1rxQdckHeqZ1T1tjvt5Gv3boFKWKQKm  | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
45.59.162.114   | E78zFkHhgCNhCx3mgomPoRBhuYU1F1NMppCVhZL7GeSV | 8000   | 8003  | 8009     | none                  | 2.3.13  | 2142755730
185.189.45.80   | AR8uetaAnHRoPr6jvwKXWqd4YWbkbAXs5yreqo4HQHLQ | 8002   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.58.44    | J9usfCg76nM2grBojZNkNeLGxyKdComEtmv7kB5DU7nF | 11000  | 11003 | 11009    | none                  | 3.1.0   | 1604039747
38.58.179.138   | ABjsEMXhnx1YyYLtUhpN5x7oda7KJnrsvAbLWoVNACTL | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
74.118.143.211  | G2CJ7HSFcztAxtDkMTqPkJSo96ydheffV974JQFY2VQ4 | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
208.115.226.127 | Cws7NREe72721JLoqBDLDCmkZaVHzK15hDxsBptm5WV7 | 8001   | 8004  | 8010     | none                  | 2.3.5   | 3640012085
69.162.93.197   | Hah22up7wJTS8ahHgTciKa9wZ87whdi99nGsFZwyfgaM | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.37.26    | Bpf678tmBD3wqgj5DY9kUP4urMmzHNoJ1JLuy5zdJp6i | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.42.176   | C9w3ULkYpSkZdST7awBRGXvJsQKCpYRiZsvwN8q32V2a | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
47.76.50.84     | 6aJVMquBgAjNZ3HCwhkMrFwSuYuM69qdzANodmgU3QXG | 8001   | 8003  | 8009     | none                  | 2.3.8   | 2255652435
69.162.93.143   | CyxpavCBjZmSsyHcu83kVRZcLi8x2vfPigodN5mat45T | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.59.51    | BvumHuMJewTo1GyoVVhuvpM5R9AzPCtZAKmrRPS5EgqH | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
13.112.93.9     | 7ygYBs7cbo7NcaudN3xEPMZ9SUgfPz8sNUrcDYaYyFpT | 8020   | 8002  | 8008     | none                  | 3.0.7   | 3604001754
8.210.50.129    | GyGXBKgX38gM1nTiuNKhXcTNRGZXcxM1bSepKQERfJYS | 8001   | 8003  | 8009     | none                  | 2.3.8   | 2255652435
202.8.11.53     | DpnCj34SRjFD1fn8DFwDqQGRvjSGtqMq3v8LUUYRZtpD | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
45.146.160.19   | CwQBD2qbfQmUVazSjiSKQ88o4WHYu2sfdYLDsfkF9T4V | 8001   | 10004 | 10010    | none                  | 2.3.6   | 3640012085
103.219.168.143 | DFafcM37o8Xtoa9KcvNSwwS34zCPooeEUwRQKzcAqy3L | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
177.54.159.127  | FRRLSQeRH6ocYhw1eCft7nn7FCF6qRhC3HDdBFjAApSn | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
51.222.162.209  | 2DdLYVTNdGZ7ZkeuKTnxk4gZR5ZJFWex4RQTYUWwW48R | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
208.91.110.99   | 7h5PcfcT6DupfsKrNW5NqfxwfS8WBnPgwT4yRQ5N8A4C | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.33.69    | 4NU4kMi3KT6o4Wc38NUEc4JuPAKTTxXEEFpUAR2AbBUz | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
64.34.81.7      | 6VDUL7NmDFoUJb41nMms621CaQH1S9xQJ6j37Fh8za8c | 8001   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
51.89.17.29     | 5hjkYB98pDxZjt25zBc975fkcQ4TFHksxyKQtppfwWJS | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.59.168   | FdkSbPWCWFQVyzW7K9MQKFVN2sq17vZJNxF58SyAE8NL | 8000   | 8003  | 8009     | none                  | 2.3.8   | 2255652435
64.130.33.122   | 5DR6Yx9eK5m4MDYBTvrxgVQWpqahV1ewQU3huthdykUi | 8021   | 8002  | 8008     | none                  | 2.3.7   | 3640012085
74.118.143.247  | GmCp84H9q4sQdT3KW1JD697RhghC9cMjVLMWAL47GYhC | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
47.76.124.69    | 9WsAiKv4JYZHGhGVBKZhYhfkxPEKwJkMoNpuTCc6ZL18 | 8001   | 8003  | 8009     | none                  | 2.3.8   | 2255652435
57.129.76.96    | AAbwsh1F2efxCcf1wb5t6Gba53QfxXML2e9EVgZccDWv | 8001   | 8003  | 8009     | none                  | 2.3.7   | 3640012085
46.110.44.86    | AAoBorcRXePSqj4YuJ9i1ZMkGDsQrt8EkaWXwHDYiJan | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
67.209.54.11    | HjiL51CeQ1zWiMmNPLPu7VyBYxPUyLfNa4ywjJiRq7qo | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
185.101.32.94   | G1rimRnvVV2n19om6Un2wukQbgh6ifSG7ABQru7jUHX1 | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
149.255.37.242  | HedvEH4oQsZN3o8ahECiRRRDG3H2PKHRXEhjWvM9Xqim | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
64.130.40.7     | EHpcYjk7yRUfP2Re6JTpXSgZX1758JrNu4nCH2FUmxSV | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
51.161.172.4    | 53PDRsbTvkr7dKBThgkmiK1cZt1n26Chk4UPt6yDS9yJ | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
208.91.109.36   | 7qbnY2Yor4KSG5Pfs9T1fefjLx8T3r89L5LFhUEwHTv8 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
88.216.198.203  | exoTZp1DbH9hCytRuY6vwt8jYcyHxutvs7zHdPNU4eU  | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.40.109   | 229DjscgkikXkkBeF7J3hucabCeTNG4s8HYtwbbE8WxW | 28900  | 28903 | 28909    | none                  | 3.0.6   | 3604001754
64.130.58.11    | 9S5WfXpdLr8RKZvjTDU4LM2ZMds8DA4fFPHix8aznFaN | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
64.130.42.104   | 2RzeupAREP3Jm7zr2KgHr8fYEQphmPyY5V5YCwUoVuaQ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
5.135.121.179   | GKZCbbUHLhWbPa9JWQKJZDB3GVcsnyLhyGBiSX8kur1c | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
67.209.52.234   | AZoeXs5PxddMWEepZrPHqcXpTiev9qg9NgqDgm34PLWP | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
212.83.43.111   | 9AbUvowF4Y4ReYSgLrWHgNdHYqwGpQin2dXWHY6HpePi | 8001   | 9001  | 9007     | none                  | 0.708.30006| 3604001754
64.130.44.115   | 9WgUoM2tM3sQ38KUBnPMbRnuvdakaFhA3488XnVxtCaR | 8001   | 8003  | 8009     | 64.130.44.115:8899    | 3.0.9   | 3604001754
67.213.120.155  | AGmC1ms8aQvT8KSKv64w6uL3o2GWZT7uYVZN3ZKWAGYi | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
107.182.162.226 | FAu3CVUgkGvTFijUydfQGsa5no4m3W31y55qMuoP7e7J | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
64.31.29.34     | Cdcn2yAqBYHCDr7FSuSs1ZCVrT3t91aDrFPD6rje763Q | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
67.213.120.145  | 5TDm5v1CYpdyAad9Zf4hLXM7Whw9a5cqEWUV2x5HbJGx | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
64.130.52.99    | 47n9SoPHhjJPqvRdGLeiq3bq3TiSCf2YtPTQtybNqFHb | 8000   | 8003  | 8009     | none                  | 2.3.5   | 3640012085
208.115.224.158 | 4Uduhh7Wyzih2KfkoMWtExBAunZMCxR1iPZZBDuH1zfY | 8801   | 8002  | 8008     | none                  | 3.0.6   | 3604001754
67.213.124.111  | 5WUZ3Z3Vi92P2iNrG45CQvy5kpwRwj6oZ7Ro9TJZtw8A | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
